metric,indicator,demographic_category,demographic_value,date_type,date_value_start,date_value_end,value,unit,value_smoothed,description
Case,New Cases,Citywide,,Daily,2021-05-11,NA,8.64,"per 100,000 residents",9.03,NA
Case,New Cases,Citywide,,Daily,2021-05-12,NA,7.63,"per 100,000 residents",8.23,NA
Case,New Cases,Citywide,,Daily,2021-05-13,NA,7.63,"per 100,000 residents",7.63,NA
Case,New Cases,Citywide,,Daily,2021-05-14,NA,4.61,"per 100,000 residents",7.03,NA
Case,New Cases,Citywide,,Daily,2021-05-15,NA,4.03,"per 100,000 residents",6.97,NA
Case,New Cases,Citywide,,Daily,2021-05-16,NA,3.6,"per 100,000 residents",6.95,NA
Case,New Cases,Citywide,,Daily,2021-05-17,NA,7.35,"per 100,000 residents",6.21,NA
Case,New Cases,Citywide,,Daily,2021-05-18,NA,4.9,"per 100,000 residents",5.68,NA
Case,New Cases,Citywide,,Daily,2021-05-19,NA,4.9,"per 100,000 residents",5.29,NA
Case,New Cases,Citywide,,Daily,2021-05-20,NA,6.19,"per 100,000 residents",5.08,NA
Case,New Cases,Citywide,,Daily,2021-05-21,NA,4.32,"per 100,000 residents",5.04,NA
Case,New Cases,Citywide,,Daily,2021-05-22,NA,1.73,"per 100,000 residents",4.71,NA
Case,New Cases,Citywide,,Daily,2021-05-23,NA,1.3,"per 100,000 residents",4.38,NA
Case,New Cases,Citywide,,Daily,2021-05-24,NA,4.61,"per 100,000 residents",3.99,NA
Case,New Cases,Citywide,,Daily,2021-05-25,NA,3.46,"per 100,000 residents",3.79,NA
Case,New Cases,Citywide,,Daily,2021-05-26,NA,5.76,"per 100,000 residents",3.91,NA
Case,New Cases,Citywide,,Daily,2021-05-27,NA,3.89,"per 100,000 residents",3.58,NA
Case,New Cases,Citywide,,Daily,2021-05-28,NA,1.44,"per 100,000 residents",3.17,NA
Case,New Cases,Citywide,,Daily,2021-05-29,NA,1.01,"per 100,000 residents",3.07,NA
Case,New Cases,Citywide,,Daily,2021-05-30,NA,1.44,"per 100,000 residents",3.09,NA
Case,New Cases,Citywide,,Daily,2021-05-31,NA,0.29,"per 100,000 residents",2.47,NA
Case,New Cases,Citywide,,Daily,2021-06-01,NA,4.46,"per 100,000 residents",2.61,NA
Case,New Cases,Citywide,,Daily,2021-06-02,NA,3.89,"per 100,000 residents",2.35,NA
Case,New Cases,Citywide,,Daily,2021-06-03,NA,4.32,"per 100,000 residents",2.41,NA
Case,New Cases,Citywide,,Daily,2021-06-04,NA,4.03,"per 100,000 residents",2.78,NA
Case,New Cases,Citywide,,Daily,2021-06-05,NA,1.44,"per 100,000 residents",2.84,NA
Case,New Cases,Citywide,,Daily,2021-06-06,NA,1.01,"per 100,000 residents",2.78,NA
Case,New Cases,Citywide,,Daily,2021-06-07,NA,2.88,"per 100,000 residents",3.15,NA
Case,New Cases,Citywide,,Daily,2021-06-08,NA,2.59,"per 100,000 residents",2.88,NA
Case,New Cases,Citywide,,Daily,2021-06-09,NA,1.73,"per 100,000 residents",2.57,NA
Case,New Cases,Citywide,,Daily,2021-06-10,NA,2.02,"per 100,000 residents",2.24,NA
Case,New Cases,Citywide,,Daily,2021-06-11,NA,1.44,"per 100,000 residents",1.87,NA
Case,New Cases,Citywide,,Daily,2021-06-12,NA,1.44,"per 100,000 residents",1.87,NA
Case,New Cases,Citywide,,Daily,2021-06-13,NA,0.29,"per 100,000 residents",1.77,NA
Case,New Cases,Citywide,,Daily,2021-06-14,NA,0.86,"per 100,000 residents",1.48,NA
Case,New Cases,Citywide,,Daily,2021-06-15,NA,1.01,"per 100,000 residents",1.26,NA
Case,New Cases,Citywide,,Daily,2021-06-16,NA,0.86,"per 100,000 residents",1.13,NA
Case,New Cases,Citywide,,Daily,2021-06-17,NA,1.01,"per 100,000 residents",0.99,NA
Case,New Cases,Citywide,,Daily,2021-06-18,NA,1.15,"per 100,000 residents",0.95,NA
Case,New Cases,Citywide,,Daily,2021-06-19,NA,0.72,"per 100,000 residents",0.84,NA
Case,New Cases,Citywide,,Daily,2021-06-20,NA,0.43,"per 100,000 residents",0.86,NA
Case,New Cases,Citywide,,Daily,2021-06-21,NA,0.58,"per 100,000 residents",0.82,NA
Case,New Cases,Citywide,,Daily,2021-06-22,NA,1.15,"per 100,000 residents",0.84,NA
Case,New Cases,Citywide,,Daily,2021-06-23,NA,1.15,"per 100,000 residents",0.88,NA
Case,New Cases,Citywide,,Daily,2021-06-24,NA,1.73,"per 100,000 residents",0.99,NA
Case,New Cases,Citywide,,Daily,2021-06-25,NA,0.72,"per 100,000 residents",0.93,NA
Case,New Cases,Citywide,,Daily,2021-06-26,NA,0.72,"per 100,000 residents",0.93,NA
Case,New Cases,Citywide,,Daily,2021-06-27,NA,0.86,"per 100,000 residents",0.99,NA
Case,New Cases,Citywide,,Daily,2021-06-28,NA,2.02,"per 100,000 residents",1.19,NA
Case,New Cases,Citywide,,Daily,2021-06-29,NA,1.73,"per 100,000 residents",1.28,NA
Case,New Cases,Citywide,,Daily,2021-06-30,NA,1.15,"per 100,000 residents",1.28,NA
Case,New Cases,Citywide,,Daily,2021-07-01,NA,2.16,"per 100,000 residents",1.34,NA
Case,New Cases,Citywide,,Daily,2021-07-02,NA,0.86,"per 100,000 residents",1.36,NA
Case,New Cases,Citywide,,Daily,2021-07-03,NA,0.14,"per 100,000 residents",1.27,NA
Case,New Cases,Citywide,,Daily,2021-07-04,NA,0.14,"per 100,000 residents",1.17,NA
Case,New Cases,Citywide,,Daily,2021-07-05,NA,0.58,"per 100,000 residents",0.97,NA
Case,New Cases,Citywide,,Daily,2021-07-06,NA,2.45,"per 100,000 residents",1.07,NA
Case,New Cases,Citywide,,Daily,2021-07-07,NA,2.59,"per 100,000 residents",1.27,NA
Case,New Cases,Citywide,,Daily,2021-07-08,NA,3.6,"per 100,000 residents",1.48,NA
Case,New Cases,Citywide,,Daily,2021-07-09,NA,2.74,"per 100,000 residents",1.75,NA
Case,New Cases,Citywide,,Daily,2021-07-10,NA,2.02,"per 100,000 residents",2.02,NA
Case,New Cases,Citywide,,Daily,2021-07-11,NA,2.45,"per 100,000 residents",2.35,NA
Case,New Cases,Citywide,,Daily,2021-07-12,NA,5.91,"per 100,000 residents",3.11,NA
Case,New Cases,Citywide,,Daily,2021-07-13,NA,7.2,"per 100,000 residents",3.79,NA
Case,New Cases,Citywide,,Daily,2021-07-14,NA,6.77,"per 100,000 residents",4.38,NA
Case,New Cases,Citywide,,Daily,2021-07-15,NA,5.76,"per 100,000 residents",4.69,NA
Case,New Cases,Citywide,,Daily,2021-07-16,NA,7.35,"per 100,000 residents",5.35,NA
Case,New Cases,Citywide,,Daily,2021-07-17,NA,3.46,"per 100,000 residents",5.56,NA
Case,New Cases,Citywide,,Daily,2021-07-18,NA,2.88,"per 100,000 residents",5.62,NA
Case,New Cases,Citywide,,Daily,2021-07-19,NA,10.37,"per 100,000 residents",6.26,NA
Case,New Cases,Citywide,,Daily,2021-07-20,NA,9.79,"per 100,000 residents",6.63,NA
Case,New Cases,Citywide,,Daily,2021-07-21,NA,11.38,"per 100,000 residents",7.28,NA
Case,New Cases,Citywide,,Daily,2021-07-22,NA,12.39,"per 100,000 residents",8.23,NA
Case,New Cases,Citywide,,Daily,2021-07-23,NA,10.23,"per 100,000 residents",8.64,NA
Case,New Cases,Citywide,,Daily,2021-07-24,NA,6.19,"per 100,000 residents",9.03,NA
Case,New Cases,Citywide,,Daily,2021-07-25,NA,7.06,"per 100,000 residents",9.63,NA
Case,New Cases,Citywide,,Daily,2021-07-26,NA,11.67,"per 100,000 residents",9.82,NA
Case,New Cases,Citywide,,Daily,2021-07-27,NA,13.11,"per 100,000 residents",10.29,NA
Case,New Cases,Citywide,,Daily,2021-07-28,NA,14.98,"per 100,000 residents",10.8,NA
Case,New Cases,Citywide,,Daily,2021-07-29,NA,16.28,"per 100,000 residents",11.36,NA
Case,New Cases,Citywide,,Daily,2021-07-30,NA,13.83,"per 100,000 residents",11.87,NA
Case,New Cases,Citywide,,Daily,2021-07-31,NA,6.91,"per 100,000 residents",11.98,NA
Case,New Cases,Citywide,,Daily,2021-08-01,NA,10.51,"per 100,000 residents",12.47,NA
Case,New Cases,Citywide,,Daily,2021-08-02,NA,20.02,"per 100,000 residents",13.66,NA
Case,New Cases,Citywide,,Daily,2021-08-03,NA,23.33,"per 100,000 residents",15.12,NA
Case,New Cases,Citywide,,Daily,2021-08-04,NA,17.86,"per 100,000 residents",15.53,NA
Case,New Cases,Citywide,,Daily,2021-08-05,NA,20.16,"per 100,000 residents",16.09,NA
Case,New Cases,Citywide,,Daily,2021-08-06,NA,21.75,"per 100,000 residents",17.22,NA
Case,New Cases,Citywide,,Daily,2021-08-07,NA,8.79,"per 100,000 residents",17.49,NA
Case,New Cases,Citywide,,Daily,2021-08-08,NA,8.79,"per 100,000 residents",17.24,NA
Case,New Cases,Citywide,,Daily,2021-08-09,NA,18.72,"per 100,000 residents",17.06,NA
Case,New Cases,Citywide,,Daily,2021-08-10,NA,23.33,"per 100,000 residents",17.06,NA
Case,New Cases,Citywide,,Daily,2021-08-11,NA,20.6,"per 100,000 residents",17.45,NA
Case,New Cases,Citywide,,Daily,2021-08-12,NA,22.32,"per 100,000 residents",17.76,NA
Case,New Cases,Citywide,,Daily,2021-08-13,NA,14.4,"per 100,000 residents",16.71,NA
Case,New Cases,Citywide,,Daily,2021-08-14,NA,8.07,"per 100,000 residents",16.6,NA
Case,New Cases,Citywide,,Daily,2021-08-15,NA,9.36,"per 100,000 residents",16.69,NA
Case,New Cases,Citywide,,Daily,2021-08-16,NA,21.6,"per 100,000 residents",17.1,NA
Case,New Cases,Citywide,,Daily,2021-08-17,NA,26.21,"per 100,000 residents",17.51,NA
Case,New Cases,Citywide,,Daily,2021-08-18,NA,25.64,"per 100,000 residents",18.23,NA
Case,New Cases,Citywide,,Daily,2021-08-19,NA,21.17,"per 100,000 residents",18.06,NA
Case,New Cases,Citywide,,Daily,2021-08-20,NA,16.56,"per 100,000 residents",18.37,NA
Case,New Cases,Citywide,,Daily,2021-08-21,NA,10.66,"per 100,000 residents",18.74,NA
Case,New Cases,Citywide,,Daily,2021-08-22,NA,7.49,"per 100,000 residents",18.48,NA
Case,New Cases,Citywide,,Daily,2021-08-23,NA,25.35,"per 100,000 residents",19.01,NA
Case,New Cases,Citywide,,Daily,2021-08-24,NA,25.49,"per 100,000 residents",18.91,NA
Case,New Cases,Citywide,,Daily,2021-08-25,NA,26.5,"per 100,000 residents",19.03,NA
Case,New Cases,Citywide,,Daily,2021-08-26,NA,25.78,"per 100,000 residents",19.69,NA
Case,New Cases,Citywide,,Daily,2021-08-27,NA,22.18,"per 100,000 residents",20.49,NA
Case,New Cases,Citywide,,Daily,2021-08-28,NA,11.09,"per 100,000 residents",20.55,NA
Case,New Cases,Citywide,,Daily,2021-08-29,NA,9.94,"per 100,000 residents",20.9,NA
Case,New Cases,Citywide,,Daily,2021-08-30,NA,25.78,"per 100,000 residents",20.97,NA
Case,New Cases,Citywide,,Daily,2021-08-31,NA,26.5,"per 100,000 residents",21.11,NA
Case,New Cases,Citywide,,Daily,2021-09-01,NA,24.05,"per 100,000 residents",20.76,NA
Case,New Cases,Citywide,,Daily,2021-09-02,NA,25.35,"per 100,000 residents",20.7,NA
Case,New Cases,Citywide,,Daily,2021-09-03,NA,22.18,"per 100,000 residents",20.7,NA
Case,New Cases,Citywide,,Daily,2021-09-04,NA,12.53,"per 100,000 residents",20.9,NA
Case,New Cases,Citywide,,Daily,2021-09-05,NA,10.51,"per 100,000 residents",20.99,NA
Case,New Cases,Citywide,,Daily,2021-09-06,NA,9.94,"per 100,000 residents",18.72,NA
Case,New Cases,Citywide,,Daily,2021-09-07,NA,38.89,"per 100,000 residents",20.49,NA
Case,New Cases,Citywide,,Daily,2021-09-08,NA,39.03,"per 100,000 residents",22.63,NA
Case,New Cases,Citywide,,Daily,2021-09-09,NA,36.44,"per 100,000 residents",24.22,NA
Case,New Cases,Citywide,,Daily,2021-09-10,NA,28.81,"per 100,000 residents",25.16,NA
Case,New Cases,Citywide,,Daily,2021-09-11,NA,12.67,"per 100,000 residents",25.18,NA
Case,New Cases,Citywide,,Daily,2021-09-12,NA,10.8,"per 100,000 residents",25.23,NA
Case,New Cases,Citywide,,Daily,2021-09-13,NA,32.12,"per 100,000 residents",28.39,NA
Case,New Cases,Citywide,,Daily,2021-09-14,NA,28.52,"per 100,000 residents",26.91,NA
Case,New Cases,Citywide,,Daily,2021-09-15,NA,30.39,"per 100,000 residents",25.68,NA
Case,New Cases,Citywide,,Daily,2021-09-16,NA,23.04,"per 100,000 residents",23.76,NA
Case,New Cases,Citywide,,Daily,2021-09-17,NA,20.88,"per 100,000 residents",22.63,NA
Case,New Cases,Citywide,,Daily,2021-09-18,NA,9.65,"per 100,000 residents",22.2,NA
Case,New Cases,Citywide,,Daily,2021-09-19,NA,6.19,"per 100,000 residents",21.54,NA
Case,New Cases,Citywide,,Daily,2021-09-20,NA,26.65,"per 100,000 residents",20.76,NA
Case,New Cases,Citywide,,Daily,2021-09-21,NA,24.77,"per 100,000 residents",20.22,NA
Case,New Cases,Citywide,,Daily,2021-09-22,NA,21.46,"per 100,000 residents",18.95,NA
Case,New Cases,Citywide,,Daily,2021-09-23,NA,20.16,"per 100,000 residents",18.54,NA
Case,New Cases,Citywide,,Daily,2021-09-24,NA,14.98,"per 100,000 residents",17.69,NA
Case,New Cases,Citywide,,Daily,2021-09-25,NA,8.5,"per 100,000 residents",17.53,NA
Case,New Cases,Citywide,,Daily,2021-09-26,NA,9.22,"per 100,000 residents",17.96,NA
Case,New Cases,Citywide,,Daily,2021-09-27,NA,20.02,"per 100,000 residents",17.02,NA
Case,New Cases,Citywide,,Daily,2021-09-28,NA,18.29,"per 100,000 residents",16.09,NA
Case,New Cases,Citywide,,Daily,2021-09-29,NA,22.76,"per 100,000 residents",16.28,NA
Case,New Cases,Citywide,,Daily,2021-09-30,NA,14.98,"per 100,000 residents",15.54,NA
Case,New Cases,Citywide,,Daily,2021-10-01,NA,15.56,"per 100,000 residents",15.62,NA
Case,New Cases,Citywide,,Daily,2021-10-02,NA,6.34,"per 100,000 residents",15.31,NA
Case,New Cases,Citywide,,Daily,2021-10-03,NA,9.94,"per 100,000 residents",15.41,NA
Case,New Cases,Citywide,,Daily,2021-10-04,NA,22.04,"per 100,000 residents",15.7,NA
Case,New Cases,Citywide,,Daily,2021-10-05,NA,20.02,"per 100,000 residents",15.95,NA
Case,New Cases,Citywide,,Daily,2021-10-06,NA,19.73,"per 100,000 residents",15.52,NA
Case,New Cases,Citywide,,Daily,2021-10-07,NA,21.32,"per 100,000 residents",16.42,NA
Case,New Cases,Citywide,,Daily,2021-10-08,NA,14.55,"per 100,000 residents",16.28,NA
Case,New Cases,Citywide,,Daily,2021-10-09,NA,7.2,"per 100,000 residents",16.4,NA
Case,New Cases,Citywide,,Daily,2021-10-10,NA,8.35,"per 100,000 residents",16.17,NA
Case,New Cases,Citywide,,Daily,2021-10-11,NA,14.84,"per 100,000 residents",15.14,NA
Case,New Cases,Citywide,,Daily,2021-10-12,NA,19.3,"per 100,000 residents",15.04,NA
Case,New Cases,Citywide,,Daily,2021-10-13,NA,16.56,"per 100,000 residents",14.59,NA
Case,New Cases,Citywide,,Daily,2021-10-14,NA,18.29,"per 100,000 residents",14.16,NA
Case,New Cases,Citywide,,Daily,2021-10-15,NA,15.41,"per 100,000 residents",14.28,NA
Case,New Cases,Citywide,,Daily,2021-10-16,NA,5.62,"per 100,000 residents",14.05,NA
Case,New Cases,Citywide,,Daily,2021-10-17,NA,4.75,"per 100,000 residents",13.54,NA
Case,New Cases,Citywide,,Daily,2021-10-18,NA,16.28,"per 100,000 residents",13.74,NA
Case,New Cases,Citywide,,Daily,2021-10-19,NA,15.84,"per 100,000 residents",13.25,NA
Case,New Cases,Citywide,,Daily,2021-10-20,NA,12.82,"per 100,000 residents",12.72,NA
Case,New Cases,Citywide,,Daily,2021-10-21,NA,13.83,"per 100,000 residents",12.08,NA
Case,New Cases,Citywide,,Daily,2021-10-22,NA,11.81,"per 100,000 residents",11.56,NA
Case,New Cases,Citywide,,Daily,2021-10-23,NA,5.91,"per 100,000 residents",11.61,NA
Case,New Cases,Citywide,,Daily,2021-10-24,NA,5.76,"per 100,000 residents",11.75,NA
Case,New Cases,Citywide,,Daily,2021-10-25,NA,16.28,"per 100,000 residents",11.75,NA
Case,New Cases,Citywide,,Daily,2021-10-26,NA,14.55,"per 100,000 residents",11.57,NA
Case,New Cases,Citywide,,Daily,2021-10-27,NA,14.98,"per 100,000 residents",11.87,NA
Case,New Cases,Citywide,,Daily,2021-10-28,NA,17.28,"per 100,000 residents",12.37,NA
Case,New Cases,Citywide,,Daily,2021-10-29,NA,13.83,"per 100,000 residents",12.66,NA
Case,New Cases,Citywide,,Daily,2021-10-30,NA,6.48,"per 100,000 residents",12.74,NA
Case,New Cases,Citywide,,Daily,2021-10-31,NA,7.35,"per 100,000 residents",12.96,NA
Case,New Cases,Citywide,,Daily,2021-11-01,NA,17.72,"per 100,000 residents",13.17,NA
Case,New Cases,Citywide,,Daily,2021-11-02,NA,21.32,"per 100,000 residents",14.14,NA
Case,New Cases,Citywide,,Daily,2021-11-03,NA,23.62,"per 100,000 residents",15.37,NA
Case,New Cases,Citywide,,Daily,2021-11-04,NA,20.74,"per 100,000 residents",15.87,NA
Case,New Cases,Citywide,,Daily,2021-11-05,NA,17,"per 100,000 residents",16.32,NA
Case,New Cases,Citywide,,Daily,2021-11-06,NA,8.5,"per 100,000 residents",16.61,NA
Case,New Cases,Citywide,,Daily,2021-11-07,NA,7.35,"per 100,000 residents",16.61,NA
Case,New Cases,Citywide,,Daily,2021-11-08,NA,24.77,"per 100,000 residents",17.61,NA
Case,New Cases,Citywide,,Daily,2021-11-09,NA,24.34,"per 100,000 residents",18.05,NA
Case,New Cases,Citywide,,Daily,2021-11-10,NA,27.8,"per 100,000 residents",18.64,NA
Case,New Cases,Citywide,,Daily,2021-11-11,NA,21.6,"per 100,000 residents",18.77,NA
Case,New Cases,Citywide,,Daily,2021-11-12,NA,23.77,"per 100,000 residents",19.73,NA
Case,New Cases,Citywide,,Daily,2021-11-13,NA,12.53,"per 100,000 residents",20.31,NA
Case,New Cases,Citywide,,Daily,2021-11-14,NA,10.23,"per 100,000 residents",20.72,NA
Case,New Cases,Citywide,,Daily,2021-11-15,NA,33.56,"per 100,000 residents",21.98,NA
Case,New Cases,Citywide,,Daily,2021-11-16,NA,37.45,"per 100,000 residents",23.85,NA
Case,New Cases,Citywide,,Daily,2021-11-17,NA,33.99,"per 100,000 residents",24.73,NA
Case,New Cases,Citywide,,Daily,2021-11-18,NA,31.54,"per 100,000 residents",26.15,NA
Case,New Cases,Citywide,,Daily,2021-11-19,NA,30.82,"per 100,000 residents",27.16,NA
Case,New Cases,Citywide,,Daily,2021-11-20,NA,13.83,"per 100,000 residents",27.35,NA
Case,New Cases,Citywide,,Daily,2021-11-21,NA,14.12,"per 100,000 residents",27.9,NA
Case,New Cases,Citywide,,Daily,2021-11-22,NA,33.99,"per 100,000 residents",27.96,NA
Case,New Cases,Citywide,,Daily,2021-11-23,NA,37.45,"per 100,000 residents",27.96,NA
Case,New Cases,Citywide,,Daily,2021-11-24,NA,25.64,"per 100,000 residents",26.77,NA
Case,New Cases,Citywide,,Daily,2021-11-25,NA,2.88,"per 100,000 residents",22.68,NA
Case,New Cases,Citywide,,Daily,2021-11-26,NA,16.85,"per 100,000 residents",20.68,NA
Case,New Cases,Citywide,,Daily,2021-11-27,NA,16.85,"per 100,000 residents",21.11,NA
Case,New Cases,Citywide,,Daily,2021-11-28,NA,19.44,"per 100,000 residents",21.87,NA
Case,New Cases,Citywide,,Daily,2021-11-29,NA,61.21,"per 100,000 residents",25.76,NA
Case,New Cases,Citywide,,Daily,2021-11-30,NA,53.58,"per 100,000 residents",28.06,NA
Case,New Cases,Citywide,,Daily,2021-12-01,NA,61.21,"per 100,000 residents",33.15,NA
Case,New Cases,Citywide,,Daily,2021-12-02,NA,60.93,"per 100,000 residents",41.44,NA
Case,New Cases,Citywide,,Daily,2021-12-03,NA,53.29,"per 100,000 residents",46.64,NA
Case,New Cases,Citywide,,Daily,2021-12-04,NA,27.37,"per 100,000 residents",48.15,NA
Case,New Cases,Citywide,,Daily,2021-12-05,NA,17.86,"per 100,000 residents",47.92,NA
Case,New Cases,Citywide,,Daily,2021-12-06,NA,68.41,"per 100,000 residents",48.95,NA
Case,New Cases,Citywide,,Daily,2021-12-07,NA,57.18,"per 100,000 residents",49.46,NA
Case,New Cases,Citywide,,Daily,2021-12-08,NA,60.93,"per 100,000 residents",49.42,NA
Case,New Cases,Citywide,,Daily,2021-12-09,NA,52,"per 100,000 residents",48.15,NA
Case,New Cases,Citywide,,Daily,2021-12-10,NA,48.68,"per 100,000 residents",47.49,NA
Case,New Cases,Citywide,,Daily,2021-12-11,NA,24.77,"per 100,000 residents",47.12,NA
Case,New Cases,Citywide,,Daily,2021-12-12,NA,22.61,"per 100,000 residents",47.8,NA
Case,New Cases,Citywide,,Daily,2021-12-13,NA,82.53,"per 100,000 residents",49.81,NA
Case,New Cases,Citywide,,Daily,2021-12-14,NA,92.32,"per 100,000 residents",54.83,NA
Case,New Cases,Citywide,,Daily,2021-12-15,NA,109.75,"per 100,000 residents",61.81,NA
Case,New Cases,Citywide,,Daily,2021-12-16,NA,106.29,"per 100,000 residents",69.56,NA
Case,New Cases,Citywide,,Daily,2021-12-17,NA,95.35,"per 100,000 residents",76.23,NA
Case,New Cases,Citywide,,Daily,2021-12-18,NA,49.4,"per 100,000 residents",79.75,NA
Case,New Cases,Citywide,,Daily,2021-12-19,NA,45.23,"per 100,000 residents",82.98,NA
Case,New Cases,Citywide,,Daily,2021-12-20,NA,181.91,"per 100,000 residents",97.18,NA
Case,New Cases,Citywide,,Daily,2021-12-21,NA,202.22,"per 100,000 residents",112.88,NA
Case,New Cases,Citywide,,Daily,2021-12-22,NA,222.96,"per 100,000 residents",129.05,NA
Case,New Cases,Citywide,,Daily,2021-12-23,NA,162.76,"per 100,000 residents",137.12,NA
Case,New Cases,Citywide,,Daily,2021-12-24,NA,57.9,"per 100,000 residents",131.77,NA
Case,New Cases,Citywide,,Daily,2021-12-25,NA,21.03,"per 100,000 residents",127.72,NA
Case,New Cases,Citywide,,Daily,2021-12-26,NA,104.57,"per 100,000 residents",136.19,NA
Case,New Cases,Citywide,,Daily,2021-12-27,NA,368.29,"per 100,000 residents",162.82,NA
Case,New Cases,Citywide,,Daily,2021-12-28,NA,419.56,"per 100,000 residents",193.87,NA
Case,New Cases,Citywide,,Daily,2021-12-29,NA,448.94,"per 100,000 residents",226.15,NA
Case,New Cases,Citywide,,Daily,2021-12-30,NA,344.09,"per 100,000 residents",252.05,NA
Case,New Cases,Citywide,,Daily,2021-12-31,NA,118.83,"per 100,000 residents",260.76,NA
Case,New Cases,Citywide,,Daily,2022-01-01,NA,71.01,"per 100,000 residents",267.9,NA
Case,New Cases,Citywide,,Daily,2022-01-02,NA,184.5,"per 100,000 residents",279.32,NA
Case,New Cases,Citywide,,Daily,2022-01-03,NA,626.97,"per 100,000 residents",316.27,NA
Case,New Cases,Citywide,,Daily,2022-01-04,NA,580.88,"per 100,000 residents",339.32,NA
Case,New Cases,Citywide,,Daily,2022-01-05,NA,522.26,"per 100,000 residents",349.79,NA
Case,New Cases,Citywide,,Daily,2022-01-06,NA,480.63,"per 100,000 residents",369.3,NA
Case,New Cases,Citywide,,Daily,2022-01-07,NA,179.75,"per 100,000 residents",378,NA
Case,New Cases,Citywide,,Daily,2022-01-08,NA,185.37,"per 100,000 residents",394.34,NA
Case,New Cases,Citywide,,Daily,2022-01-09,NA,164.2,"per 100,000 residents",391.44,NA
Case,New Cases,Citywide,,Daily,2022-01-10,NA,487.69,"per 100,000 residents",371.54,NA
Case,New Cases,Citywide,,Daily,2022-01-11,NA,264.01,"per 100,000 residents",326.27,NA
Case,New Cases,Citywide,,Daily,2022-01-12,NA,283.02,"per 100,000 residents",292.1,NA
Case,New Cases,Citywide,,Daily,2022-01-13,NA,252.49,"per 100,000 residents",259.5,NA
Case,New Cases,Citywide,,Daily,2022-01-14,NA,236.93,"per 100,000 residents",267.67,NA
Case,New Cases,Citywide,,Daily,2022-01-15,NA,101.11,"per 100,000 residents",255.64,NA
Case,New Cases,Citywide,,Daily,2022-01-16,NA,98.52,"per 100,000 residents",246.25,NA
Case,New Cases,Citywide,,Daily,2022-01-17,NA,134.38,"per 100,000 residents",195.78,NA
Case,New Cases,Citywide,,Daily,2022-01-18,NA,281.15,"per 100,000 residents",198.23,NA
Case,New Cases,Citywide,,Daily,2022-01-19,NA,195.16,"per 100,000 residents",185.68,NA
Case,New Cases,Citywide,,Daily,2022-01-20,NA,164.05,"per 100,000 residents",173.04,NA
Case,New Cases,Citywide,,Daily,2022-01-21,NA,135.68,"per 100,000 residents",158.58,NA
Case,New Cases,Citywide,,Daily,2022-01-22,NA,57.9,"per 100,000 residents",152.41,NA
Case,New Cases,Citywide,,Daily,2022-01-23,NA,46.23,"per 100,000 residents",144.94,NA
Case,New Cases,Citywide,,Daily,2022-01-24,NA,144.18,"per 100,000 residents",146.34,NA
Case,New Cases,Citywide,,Daily,2022-01-25,NA,121.27,"per 100,000 residents",123.5,NA
Case,New Cases,Citywide,,Daily,2022-01-26,NA,121.85,"per 100,000 residents",113.02,NA
Case,New Cases,Citywide,,Daily,2022-01-27,NA,82.67,"per 100,000 residents",101.4,NA
Case,New Cases,Citywide,,Daily,2022-01-28,NA,72.3,"per 100,000 residents",92.34,NA
Case,New Cases,Citywide,,Daily,2022-01-29,NA,4.75,"per 100,000 residents",84.75,NA
Case,New Cases,Citywide,,Daily,2022-01-30,NA,30.68,"per 100,000 residents",82.53,NA
Case,New Cases,Citywide,,Daily,2022-01-31,NA,87.86,"per 100,000 residents",74.48,NA
Case,New Cases,Citywide,,Daily,2022-02-01,NA,86.71,"per 100,000 residents",69.55,NA
Case,New Cases,Citywide,,Daily,2022-02-02,NA,67.84,"per 100,000 residents",61.83,NA
Case,New Cases,Citywide,,Daily,2022-02-03,NA,55.16,"per 100,000 residents",57.9,NA
Case,New Cases,Citywide,,Daily,2022-02-04,NA,34.42,"per 100,000 residents",52.49,NA
Case,New Cases,Citywide,,Daily,2022-02-05,NA,19.59,"per 100,000 residents",54.61,NA
Case,New Cases,Citywide,,Daily,2022-02-06,NA,18,"per 100,000 residents",52.8,NA
Case,New Cases,Citywide,,Daily,2022-02-07,NA,63.52,"per 100,000 residents",49.32,NA
Case,New Cases,Citywide,,Daily,2022-02-08,NA,55.45,"per 100,000 residents",44.85,NA
Case,New Cases,Citywide,,Daily,2022-02-09,NA,45.37,"per 100,000 residents",41.64,NA
Case,New Cases,Citywide,,Daily,2022-02-10,NA,38.74,"per 100,000 residents",39.3,NA
Case,New Cases,Citywide,,Daily,2022-02-11,NA,30.82,"per 100,000 residents",38.78,NA
Case,New Cases,Citywide,,Daily,2022-02-12,NA,15.7,"per 100,000 residents",38.23,NA
Case,New Cases,Citywide,,Daily,2022-02-13,NA,9.22,"per 100,000 residents",36.97,NA
Case,New Cases,Citywide,,Daily,2022-02-14,NA,44.94,"per 100,000 residents",34.32,NA
Case,New Cases,Citywide,,Daily,2022-02-15,NA,41.34,"per 100,000 residents",32.3,NA
Case,New Cases,Citywide,,Daily,2022-02-16,NA,47.82,"per 100,000 residents",32.65,NA
Case,New Cases,Citywide,,Daily,2022-02-17,NA,39.75,"per 100,000 residents",32.8,NA
Case,New Cases,Citywide,,Daily,2022-02-18,NA,28.09,"per 100,000 residents",32.41,NA
